id,routeId,shape,topic,title,instruction,input,support,model,grammar,partner,criterion,retry
dq-1-diamond-07,route-1,diamond,dagelijks,Reageer,Wanneer kun je langskomen?,,Ik kan … langskomen.,Ik kan morgen om tien uur langskomen.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-08,route-1,diamond,dagelijks,Reageer,Hoe laat wil je afspreken?,,Ik wil graag om …,Ik wil graag om twee uur afspreken.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-09,route-1,diamond,dagelijks,Reageer,Waar wil je afspreken?,,Ik wil graag bij …,Ik wil graag bij het station afspreken.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-10,route-1,diamond,in-de-les,Reageer,Wat heb je nodig voor de les?,,Ik heb … nodig.,Ik heb een pen en een schrift nodig.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-11,route-1,diamond,dagelijks,Reageer,Zal ik wat langzamer praten?,,"Ja, graag. / Nee, …","Ja, graag. Dat helpt mij.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-12,route-1,diamond,dagelijks,Reageer,Welke pagina zoek je?,,Ik zoek pagina …,Ik zoek pagina twaalf.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-13,route-1,diamond,dagelijks,Reageer,Wil je dat ik het herhaal?,,"Ja, graag. / Nee, …","Ja, graag. Ik hoor het niet goed.",tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-14,route-1,diamond,spullen,Reageer,Waar kan ik jouw tas neerzetten?,,Je kunt mijn tas … zetten.,Je kunt mijn tas naast de stoel zetten.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-1-diamond-15,route-1,diamond,dagelijks,Reageer,Wil je eerst lezen of meteen beginnen?,,Ik wil eerst …,Ik wil eerst even lezen.,tegenwoordige tijd; informatie in een korte zin,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Een korte zin geeft de gevraagde informatie. Als twee gegevens worden gevraagd, zijn beide herkenbaar. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: verander één gegeven in je antwoord. De luisteraar noemt wat anders is.
dq-2-circle-01,route-2,circle,dagelijks,Vertel kort,Wat heb jij gisteren gegeten?,,Ik heb gisteren … gegeten.,Ik heb gisteren pasta gegeten.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-02,route-2,circle,dagelijks,Vertel kort,Wat heb jij dit weekend gedaan?,,Ik heb dit weekend …,Ik heb dit weekend gewandeld.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-03,route-2,circle,dagelijks,Vertel kort,Waar ben jij gisteren geweest?,,Ik ben gisteren … geweest.,Ik ben gisteren op de markt geweest.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-04,route-2,circle,in-de-les,Vertel kort,Hoe ben jij vandaag naar de les gekomen?,,Ik ben met … gekomen.,Ik ben met de bus naar de les gekomen.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-05,route-2,circle,dagelijks,Vertel kort,Wat heb jij deze week gekocht?,,Ik heb deze week … gekocht.,Ik heb deze week een jas gekocht.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-06,route-2,circle,dagelijks,Vertel kort,Met wie heb jij gisteren gepraat?,,Ik heb gisteren met … gepraat.,Ik heb gisteren met mijn buurvrouw gepraat.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-07,route-2,circle,dagelijks,Vertel kort,Wat heb jij vandaag al gedaan?,,Ik heb al …,Ik heb al ontbeten en boodschappen gedaan.,voltooide tijd; hebben of zijn + voltooid deelwoord,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-08,route-2,circle,kennismaken,Vertel kort,Waarom leer jij Nederlands?,,Ik leer Nederlands omdat …,Ik leer Nederlands omdat ik hier werk.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-09,route-2,circle,dagelijks,Vertel kort,Wat ga jij morgen doen?,,Ik ga morgen …,Ik ga morgen mijn zus bezoeken.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-10,route-2,circle,dagelijks,Vertel kort,Hoe ziet jouw ochtend eruit?,,Eerst … Daarna …,Ik ontbijt eerst. Daarna ga ik naar mijn werk.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-11,route-2,circle,dagelijks,Vertel kort,Wat vind jij leuk aan jouw buurt?,,"Ik vind … leuk, want …","Ik vind het park leuk, want ik wandel graag.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-12,route-2,circle,dagelijks,Vertel kort,Wat heb jij voor het laatst gekookt?,,Ik heb … gekookt.,Ik heb voor het laatst soep gekookt.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-13,route-2,circle,in-de-les,Vertel kort,Wat doe jij als je een woord niet kent?,,Ik …,Ik zoek het woord op in een woordenboek.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-14,route-2,circle,kennismaken,Vertel kort,Hoe oefen jij Nederlands buiten de les?,,Ik oefen door …,Ik praat Nederlands met mijn buren.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-circle-15,route-2,circle,dagelijks,Vertel kort,Wat wil jij deze maand leren?,,Ik wil leren om …,Ik wil leren om een afspraak te maken.,tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-01,route-2,square,dagelijks,Geef antwoord,Heb jij gisteren gekookt? Wat heb je gemaakt?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb groentesoep gemaakt.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-02,route-2,square,onderweg,Geef antwoord,Ben jij weleens met de trein gereisd? Waarheen?,,"Ja, ik ben naar … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik ben met de trein naar Utrecht gereisd.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-03,route-2,square,dagelijks,Geef antwoord,Heb jij deze week gesport? Wat heb je gedaan?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb een uur gezwommen.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-04,route-2,square,dagelijks,Geef antwoord,Heb jij vandaag ontbeten? Wat heb je gegeten?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb yoghurt met fruit gegeten.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-05,route-2,square,dagelijks,Geef antwoord,Heb jij weleens iets geleend? Wat was het?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb een fiets geleend.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-06,route-2,square,dagelijks,Geef antwoord,Ben jij gisteren buiten geweest? Waar was je?,,"Ja, ik was … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik was in het park.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-07,route-2,square,kennismaken,Geef antwoord,Heb jij vandaag Nederlands gesproken? Met wie?,,"Ja, ik heb met … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb met een collega Nederlands gesproken.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-08,route-2,square,dagelijks,Geef antwoord,Heb jij ooit een sleutel verloren? Wat deed je toen?,,"Ja, ik … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb mijn huisgenoot gebeld.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-09,route-2,square,dagelijks,Geef antwoord,Heb jij gisteren naar muziek geluisterd? Welke muziek?,,"Ja, ik heb naar … geluisterd. / Nee, ik …","Ja, ik heb naar jazz geluisterd.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-10,route-2,square,onderweg,Geef antwoord,Heb jij weleens een trein gemist? Wat deed je toen?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb op de volgende trein gewacht.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-11,route-2,square,dagelijks,Geef antwoord,Kun jij morgen eerder komen? Hoe laat?,,"Ja, ik kan om … / Nee, ik kan … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik kan om halfnegen komen.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-12,route-2,square,dagelijks,Geef antwoord,Wil jij later een andere taal leren? Welke taal?,,"Ja, ik wil … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik wil later Frans leren.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-13,route-2,square,dagelijks,Geef antwoord,Heb jij weleens iets online gekocht? Wat was het?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb online schoenen gekocht.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-14,route-2,square,spullen,Geef antwoord,Heb jij deze week iemand geholpen? Waarmee?,,"Ja, ik heb … geholpen met … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb mijn buurman met de boodschappen geholpen.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-square-15,route-2,square,dagelijks,Geef antwoord,Heb jij gisteren iets gelezen? Wat heb je gelezen?,,"Ja, ik heb … / Nee, ik … Je mag ook nee zeggen en een mogelijk plan noemen.","Ja, ik heb een bericht van mijn zus gelezen.",tegenwoordige en voltooide tijd; korte toelichting,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-01,route-2,triangle,onderweg,Kies,Ga jij liever met de trein of de bus? Waarom?,,"Ik ga liever …, want …","Ik ga liever met de trein, want die is sneller.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-02,route-2,triangle,winkelen,Kies,Koop jij liever nieuw of tweedehands? Waarom?,,"Ik koop liever …, want …","Ik koop liever tweedehands, want dat is goedkoper.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-03,route-2,triangle,in-de-les,Kies,Leer jij liever met een boek of een app? Waarom?,,"Ik leer liever …, want …","Ik leer liever met een app, want die heb ik altijd bij me.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-04,route-2,triangle,dagelijks,Kies,Kook jij liever samen of alleen? Waarom?,,"Ik kook liever …, want …","Ik kook liever samen, want dat vind ik gezellig.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-05,route-2,triangle,dagelijks,Kies,Woon jij liever in de stad of in een dorp? Waarom?,,"Ik woon liever …, want …","Ik woon liever in de stad, want er zijn veel winkels.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-06,route-2,triangle,dagelijks,Kies,Werk jij liever vroeg of laat? Waarom?,,"Ik werk liever …, want …","Ik werk liever vroeg, want dan ben ik eerder vrij.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-07,route-2,triangle,dagelijks,Kies,Spreek jij liever thuis of in een café af? Waarom?,,"Ik spreek liever … af, want …","Ik spreek liever thuis af, want daar is het rustig.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-08,route-2,triangle,dagelijks,Kies,Bel jij liever of stuur je een bericht? Waarom?,,"Ik … liever …, want …","Ik stuur liever een bericht, want dat kan op elk moment.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-09,route-2,triangle,dagelijks,Kies,Ga jij liever wandelen of zwemmen? Waarom?,,"Ik ga liever …, want …","Ik ga liever wandelen, want dan ben ik buiten.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-10,route-2,triangle,dagelijks,Kies,Plan jij je weekend of beslis je op de dag zelf? Waarom?,,"Ik …, want …","Ik plan mijn weekend, want dan kan ik vrienden uitnodigen.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-11,route-2,triangle,winkelen,Kies,Ga jij liever op zaterdag of maandag winkelen? Waarom?,,"Ik ga liever op …, want …","Ik ga liever op maandag, want dan is het rustiger.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-12,route-2,triangle,dagelijks,Kies,Oefen jij liever spreken of schrijven? Waarom?,,"Ik oefen liever …, want …","Ik oefen liever spreken, want dat heb ik op mijn werk nodig.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-13,route-2,triangle,dagelijks,Kies,Kies jij liever een korte of een lange vakantie? Waarom?,,"Ik kies liever …, want …","Ik kies liever een lange vakantie, want dan kan ik goed uitrusten.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-14,route-2,triangle,dagelijks,Kies,Eet jij liever warm in de middag of in de avond? Waarom?,,"Ik eet liever … warm, want …","Ik eet liever in de avond warm, want dan ben ik thuis.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
dq-2-triangle-15,route-2,triangle,winkelen,Kies,Fiets jij liever of loop je liever naar de winkel? Waarom?,,"Ik … liever, want …","Ik loop liever, want de winkel is dichtbij.",voorkeur + reden met want,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,De reactie geeft de gevraagde informatie en de gevraagde korte toelichting; een passend nee-antwoord is toegestaan. De keuze is duidelijk; beide opties kunnen passend zijn.,Optioneel: geef een ander passend antwoord met één korte toelichting.
