id,routeId,shape,topic,title,instruction,input,support,model,grammar,partner,criterion,retry
mx-0-dagelijks-05-diamond,route-0,diamond,dagelijks,Om woorduitleg vragen,Vraag hulp bij het lezen van een woord.,Wijs een woord aan dat je lastig vindt.,Wat betekent …?,Wat betekent dit woord?,"Om woorduitleg vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om woorduitleg vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-06-circle,route-0,circle,dagelijks,Een gerecht noemen,Vertel wat je kookt.,Je mag een gerecht verzinnen.,Ik kook …,Ik kook pasta.,"Een gerecht noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een gerecht noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-06-square,route-0,square,dagelijks,Naar de kok vragen,Vraag wie vandaag kookt.,Jullie spelen huisgenoten.,Wie … vandaag?,Wie kookt vandaag?,"Naar de kok vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar de kok vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-06-triangle,route-0,triangle,dagelijks,Een gerecht kiezen,Kies een gerecht: rijst of pasta.,Alles is in huis.,Ik maak …,Ik maak rijst.,"Een gerecht kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een gerecht kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-06-diamond,route-0,diamond,dagelijks,Hulp bij koken vragen,Vraag de ander mee te helpen met koken.,Jullie maken samen eten.,Help je met …?,Help je met koken?,"Hulp bij koken vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan hulp bij koken vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-07-circle,route-0,circle,dagelijks,Een wandelplek noemen,Vertel waar je wandelt.,Noem één plek.,Ik wandel …,Ik wandel in het park.,"Een wandelplek noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een wandelplek noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-07-square,route-0,square,dagelijks,Naar een vrijetijdsvoorkeur vragen,Vraag of de ander graag wandelt.,Je praat met een buur.,… je graag?,Wandel je graag?,"Naar een vrijetijdsvoorkeur vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een vrijetijdsvoorkeur vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-07-triangle,route-0,triangle,dagelijks,Een wandelroute kiezen,Kies een wandeling: langs het water of door het park.,Beide routes zijn kort.,Ik loop …,Ik loop langs het water.,"Een wandelroute kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een wandelroute kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-07-diamond,route-0,diamond,dagelijks,Iemand laten wachten,Vraag de ander even te wachten.,Je wandelt samen en je moet je schoen vastmaken.,… je even?,Wacht je even?,"Iemand laten wachten met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan iemand laten wachten. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-08-circle,route-0,circle,dagelijks,Een fietsbestemming noemen,Vertel waar je naartoe fietst.,Je mag een bestemming verzinnen.,Ik fiets naar …,Ik fiets naar school.,"Een fietsbestemming noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een fietsbestemming noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-08-square,route-0,square,dagelijks,Naar beschikbaar vervoer vragen,Vraag of de ander een fiets heeft.,Je praat over vervoer.,Heb je een …?,Heb je een fiets?,"Naar beschikbaar vervoer vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar beschikbaar vervoer vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-08-triangle,route-0,triangle,dagelijks,Een vervoerswijze kiezen,Kies hoe je gaat: lopen of fietsen.,Het is dichtbij. Beide kunnen.,Ik ga …,Ik ga fietsen.,"Een vervoerswijze kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een vervoerswijze kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-08-diamond,route-0,diamond,dagelijks,Toestemming vragen om te parkeren,Vraag of je de fiets hier mag zetten.,Je staat bij een gebouw.,Mag mijn fiets hier …?,Mag mijn fiets hier staan?,"Toestemming vragen om te parkeren met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om te parkeren. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-09-circle,route-0,circle,dagelijks,Een bedtijd noemen,Vertel hoe laat je naar bed gaat.,Je mag een tijd verzinnen.,Ik ga om … naar bed.,Ik ga om elf uur naar bed.,"Een bedtijd noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een bedtijd noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-09-square,route-0,square,dagelijks,Naar vermoeidheid vragen,Vraag of de ander moe is.,Jullie praten na een lange dag.,Ben je …?,Ben je moe?,"Naar vermoeidheid vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar vermoeidheid vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-09-triangle,route-0,triangle,dagelijks,Een avondactiviteit kiezen,Kies voor vanavond: lezen of slapen.,Beide keuzes zijn goed.,Ik ga …,Ik ga slapen.,"Een avondactiviteit kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een avondactiviteit kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-09-diamond,route-0,diamond,dagelijks,Om minder geluid vragen,Vraag of de muziek zachter kan.,Je wilt slapen. De muziek staat hard.,Kan de muziek …?,Kan de muziek zachter?,"Om minder geluid vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om minder geluid vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-dagelijks-10-circle,route-0,circle,dagelijks,Een woningtype noemen,Vertel of je in een huis of flat woont.,Je mag een woning verzinnen.,Ik woon in een …,Ik woon in een flat.,"Een woningtype noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een woningtype noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-dagelijks-10-square,route-0,square,dagelijks,Naar een tuin vragen,Vraag of de ander een tuin heeft.,Je praat over wonen.,Heb je een …?,Heb je een tuin?,"Naar een tuin vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een tuin vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-dagelijks-10-triangle,route-0,triangle,dagelijks,Een plek om te zitten kiezen,Kies waar je zit: in huis of in de tuin.,Het is droog. Beide plekken kunnen.,Ik zit in …,Ik zit in de tuin.,"Een plek om te zitten kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een plek om te zitten kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-dagelijks-10-diamond,route-0,diamond,dagelijks,Een defect melden,Meld dat de kraan kapot is.,Je speelt een huurder. De kraan werkt niet.,De … is kapot.,De kraan is kapot.,"Een defect melden met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan een defect melden. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-01-circle,route-0,circle,winkelen,Een broodsoort noemen,Vertel welk brood je koopt.,Je kiest zelf een soort brood.,Ik koop … brood.,Ik koop bruin brood.,"Een broodsoort noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een broodsoort noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-01-square,route-0,square,winkelen,Naar een broodprijs vragen,Vraag wat het brood kost.,Er staat geen prijs bij.,Wat kost dit …?,Wat kost dit brood?,"Naar een broodprijs vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een broodprijs vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-01-triangle,route-0,triangle,winkelen,Een broodsoort kiezen,Kies je brood: wit of bruin.,Beide broden zijn er.,Ik wil … brood.,Ik wil wit brood.,"Een broodsoort kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een broodsoort kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-01-diamond,route-0,diamond,winkelen,Brood bestellen,Vraag de bakker om één brood.,Je bent aan de beurt.,"Eén …, alstublieft.","Eén brood, alstublieft.","Brood bestellen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan brood bestellen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-02-circle,route-0,circle,winkelen,Een hoeveelheid melk noemen,Vertel hoeveel melk je koopt.,Boodschappenlijst: twee pakken melk.,Ik koop … pakken melk.,Ik koop twee pakken melk.,"Een hoeveelheid melk noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een hoeveelheid melk noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-02-square,route-0,square,winkelen,Naar een productlocatie vragen,Vraag waar de melk staat.,Je bent in de supermarkt.,Waar staat de …?,Waar staat de melk?,"Naar een productlocatie vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een productlocatie vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-02-triangle,route-0,triangle,winkelen,Een verpakking kiezen,Kies een pak melk: groot of klein.,Beide pakken zijn er.,Ik wil het … pak.,Ik wil het kleine pak.,"Een verpakking kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een verpakking kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-02-diamond,route-0,diamond,winkelen,Melk vragen,Vraag om een pak melk.,Je bent bij een winkelmedewerker.,"Een pak …, graag.","Een pak melk, graag.","Melk vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan melk vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-03-circle,route-0,circle,winkelen,Appels beschrijven,Vertel welke kleur de appels hebben.,Oefenfruit: de appels zijn groen.,De appels zijn …,De appels zijn groen.,"Appels beschrijven met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan appels beschrijven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-03-square,route-0,square,winkelen,Naar een aantal appels vragen,Vraag hoeveel appels in de zak zitten.,De verkoper weet het aantal.,Hoeveel … zitten erin?,Hoeveel appels zitten erin?,"Naar een aantal appels vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een aantal appels vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-03-triangle,route-0,triangle,winkelen,Fruit kiezen,Kies fruit: een appel of een peer.,Beide zijn beschikbaar.,Ik kies een …,Ik kies een peer.,"Fruit kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan fruit kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-03-diamond,route-0,diamond,winkelen,Een hoeveelheid fruit bestellen,Vraag de verkoper om drie appels.,Je staat bij de fruitkraam.,"… appels, alstublieft.","Drie appels, alstublieft.","Een hoeveelheid fruit bestellen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan een hoeveelheid fruit bestellen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-04-circle,route-0,circle,winkelen,Een benodigde hoeveelheid noemen,Vertel hoeveel bananen je nodig hebt.,Boodschappenlijst: vier bananen.,Ik heb … bananen nodig.,Ik heb vier bananen nodig.,"Een benodigde hoeveelheid noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een benodigde hoeveelheid noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-04-square,route-0,square,winkelen,Naar productbeschikbaarheid vragen,Vraag of er bananen zijn.,Je ziet geen bananen liggen.,Heeft u …?,Heeft u bananen?,"Naar productbeschikbaarheid vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar productbeschikbaarheid vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-04-triangle,route-0,triangle,winkelen,Een verkoopvorm kiezen,Kies bananen: los of in een zak.,Beide opties liggen op de kraam.,Ik neem de … bananen.,Ik neem de losse bananen.,"Een verkoopvorm kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een verkoopvorm kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-04-diamond,route-0,diamond,winkelen,Om verpakking vragen,Vraag om een zak voor de bananen.,Je hebt zelf geen tas.,Mag ik een zak voor …?,Mag ik een zak voor de bananen?,"Om verpakking vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan om verpakking vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-05-circle,route-0,circle,winkelen,Een prijs doorgeven,Vertel wat de tomaten kosten.,"Op het bordje staat: tomaten, 3 euro per kilo.",Een kilo tomaten kost …,Een kilo tomaten kost drie euro.,"Een prijs doorgeven met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een prijs doorgeven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-05-square,route-0,square,winkelen,Naar een producteigenschap vragen,Vraag of de tomaten rijp zijn.,Je wilt vandaag tomaten eten.,Zijn deze tomaten …?,Zijn deze tomaten rijp?,"Naar een producteigenschap vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een producteigenschap vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-05-triangle,route-0,triangle,winkelen,Een soort tomaten kiezen,Kies tomaten: groot of klein.,Je mag zelf kiezen.,Ik neem de … tomaten.,Ik neem de kleine tomaten.,"Een soort tomaten kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een soort tomaten kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-05-diamond,route-0,diamond,winkelen,Groente bestellen,Vraag om een kilo tomaten.,Je bent bij de groentekraam.,"Een kilo …, graag.","Een kilo tomaten, graag.","Groente bestellen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan groente bestellen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-06-circle,route-0,circle,winkelen,Een kaassoort noemen,Vertel welke kaas je wilt.,Je kiest zelf: jong of oud.,Ik wil … kaas.,Ik wil jonge kaas.,"Een kaassoort noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een kaassoort noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-06-square,route-0,square,winkelen,Naar smaak vragen,Vraag of de kaas mild is.,Je staat bij de kaasverkoper.,Is deze kaas …?,Is deze kaas mild?,"Naar smaak vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar smaak vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-06-triangle,route-0,triangle,winkelen,Een productvorm kiezen,Kies kaas: een stuk of plakjes.,Beide zijn mogelijk.,Ik kies … kaas.,Ik kies plakjes kaas.,"Een productvorm kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een productvorm kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-06-diamond,route-0,diamond,winkelen,Toestemming vragen om te proeven,Vraag of je de kaas mag proeven.,De verkoper biedt proefstukjes aan.,Mag ik deze kaas …?,Mag ik deze kaas proeven?,"Toestemming vragen om te proeven met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan toestemming vragen om te proeven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-07-circle,route-0,circle,winkelen,Een productplek beschrijven,Vertel waar de rijst staat.,Oefenwinkel: de rijst staat naast de pasta.,De rijst staat naast …,De rijst staat naast de pasta.,"Een productplek beschrijven met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een productplek beschrijven. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
mx-0-winkelen-07-square,route-0,square,winkelen,Naar een verpakkingsprijs vragen,Vraag wat het pak rijst kost.,Het prijskaartje ontbreekt.,Wat kost dit pak …?,Wat kost dit pak rijst?,"Naar een verpakkingsprijs vragen met een woord, vaste uitdrukking of korte zin.","Wacht op de vraag. Geef één kort, passend antwoord. Gebruik de oefenfeiten; ontbrekende informatie mag je verzinnen.",De spreker kan naar een verpakkingsprijs vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Stel dezelfde vraag en luister naar het nieuwe antwoord.
mx-0-winkelen-07-triangle,route-0,triangle,winkelen,Een hoeveelheid rijst kiezen,Kies rijst: een groot of klein pak.,Beide pakken staan in het schap.,Ik neem het … pak rijst.,Ik neem het grote pak rijst.,"Een hoeveelheid rijst kiezen met een woord, vaste uitdrukking of korte zin.",Luister naar de keuze. Herhaal alleen wat de spreker kiest. Beide aangeboden opties zijn toegestaan.,De spreker kan een hoeveelheid rijst kiezen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: kies de andere mogelijkheid. De partner herhaalt je nieuwe keuze.
mx-0-winkelen-07-diamond,route-0,diamond,winkelen,Hulp bij pakken vragen,Vraag de medewerker om het pak rijst.,Het pak staat te hoog.,Kunt u dat pak … pakken?,Kunt u dat pak rijst pakken?,"Hulp bij pakken vragen met een woord, vaste uitdrukking of korte zin.","Speel de aangesproken persoon. Reageer kort op wat de spreker zegt of vraagt. Je mag helpen, bedanken of beleefd nee zeggen.",De spreker kan hulp bij pakken vragen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,"Optioneel: de partner zegt het antwoord nog eens. Reageer met dank je, oké of een begroeting die past."
mx-0-winkelen-08-circle,route-0,circle,winkelen,Een aantal eieren noemen,Vertel hoeveel eieren in de doos zitten.,Op de doos staat: zes eieren.,Er zitten … eieren in.,Er zitten zes eieren in.,"Een aantal eieren noemen met een woord, vaste uitdrukking of korte zin.",Luister naar de mededeling. Herhaal het genoemde gegeven om te laten merken dat je het begrijpt.,De spreker kan een aantal eieren noemen. Een begrijpelijk woord of een vaste korte zin is genoeg; het model is niet het enige goede antwoord.,Optioneel: wissel van rol. Noem zelf een ander passend gegeven.
